State,Agency type,Agency name,Race,Religion,Sexual orientation,Ethnicity,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
Texas,Cities,Mercedes,1,0,0,0,0,0,0,0,0,1,0,"16,480"
Washington,Cities,Mercer Island,0,1,0,0,0,0,0,0,1,0,0,"23,969"
Connecticut,Cities,Meriden,2,0,1,0,0,0,0,1,1,,1,"60,558"
Michigan,Cities,Meridian Township,4,0,0,0,0,0,0,0,1,2,1,"40,609"
Wisconsin,Cities,Merrill,0,0,0,1,0,0,0,0,1,0,0,"9,427"
Arizona,Cities,Mesa,1,1,0,0,0,0,0,2,0,0,0,"456,155"
Colorado,Metropolitan Counties,Mesa,0,0,0,1,0,0,0,1,0,0,0,
DC,Other Agencies,Metro Transit Police,0,0,1,1,0,0,0,0,0,2,0,
Maine,Cities,Mexico,1,0,0,0,0,0,0,1,0,0,0,"2,633"
Ohio,Cities,"Miami Township, Montgomery County",2,0,0,0,0,0,0,0,2,0,0,"29,128"
Michigan,Universities and Colleges,Michigan State University,2,0,2,0,0,1,0,1,0,2,2,"48,783"
Massachusetts,Cities,Middleboro,1,0,0,0,0,0,0,0,1,0,0,"23,547"
New_Jersey,Cities,Middlesex,1,0,0,0,0,0,0,1,0,0,0,"13,787"
Connecticut,Cities,Middletown,5,0,1,1,0,0,0,0,3,1,3,"47,221"
New_York,Cities,Middletown,1,0,0,0,0,0,0,0,0,1,0,"27,809"
New_Jersey,Cities,Middletown Township,1,0,0,0,0,0,0,0,1,0,0,"66,246"
Michigan,Cities,Midland,0,0,2,0,0,0,0,1,1,0,0,"42,072"
Michigan,Cities,Milan,1,0,0,0,0,0,0,0,0,1,0,"5,875"
Tennessee,Cities,Milan,1,0,0,0,0,0,0,0,0,0,1,"7,789"
Connecticut,Cities,Milford,4,1,0,0,0,0,0,,2,4,,"53,041"
Delaware,Cities,Milford,1,0,1,0,0,0,0,0,2,0,0,"9,872"
Michigan,Cities,Milford,0,1,0,0,0,0,0,1,0,0,0,"16,170"
Washington,Cities,Mill Creek,0,0,0,0,0,1,0,0,0,1,0,"18,806"
Minnesota,Metropolitan Counties,Mille Lacs,1,0,0,0,0,0,0,0,1,0,0,
Tennessee,Cities,Millersville,2,0,1,0,0,0,0,0,0,3,0,"6,596"
Tennessee,Cities,Millington,2,0,0,4,0,0,0,0,2,0,4,"10,500"
Iowa,Metropolitan Counties,Mills,1,0,0,0,0,0,0,0,1,0,0,
California,Cities,Milpitas,1,0,0,0,0,0,0,1,0,0,0,"69,522"
Delaware,Cities,Milton,1,0,0,0,0,0,0,1,0,0,0,"2,687"
Massachusetts,Cities,Milton,1,2,0,0,0,0,0,0,0,0,3,"27,269"
Washington,Cities,Milton,0,0,1,0,0,0,0,0,1,0,0,"7,076"
Wisconsin,Cities,Milwaukee,5,1,3,0,0,0,0,1,3,4,1,"600,805"
Texas,Cities,Mineral Wells,0,0,1,0,0,0,0,0,0,0,1,"16,717"
Minnesota,Cities,Minneapolis,20,4,11,3,1,0,0,6,13,11,9,"396,206"
North_Dakota,Cities,Minot,1,0,0,0,0,0,0,0,0,1,0,"44,635"
North_Carolina,Cities,Mint Hill,1,0,0,0,0,0,0,0,1,0,0,"24,350"
Florida,Cities,Miramar,0,0,1,0,0,0,0,0,1,0,0,"130,926"
Indiana,Cities,Mishawaka,0,0,2,0,0,0,0,,1,1,,"47,967"
Michigan,Nonmetropolitan Counties,Missaukee,1,0,0,1,0,0,0,0,1,1,0,
Montana,Cities,Missoula,1,0,1,0,0,0,0,1,0,1,0,"68,877"
Montana,Metropolitan Counties,Missoula,1,0,0,0,0,0,0,0,0,1,0,
South_Dakota,Cities,Mitchell,1,0,0,0,0,0,0,0,0,1,0,"15,555"
Utah,Cities,Moab,0,0,0,1,0,0,0,0,1,0,0,"5,096"
California,Cities,Modesto,0,1,1,1,0,0,0,2,0,1,0,"204,252"
Illinois,Cities,Mokena,1,0,0,0,0,0,0,0,1,0,0,"19,130"
Illinois,Cities,Moline,1,0,0,0,0,0,0,0,0,1,0,"43,172"
Michigan,Cities,Monroe,2,0,0,0,0,0,0,0,1,1,0,"20,474"
Michigan,Metropolitan Counties,Monroe,4,1,1,0,0,0,0,1,3,2,0,
New_York,Metropolitan Counties,Monroe,1,0,0,0,0,0,0,0,1,0,0,
New_Jersey,Cities,"Monroe Township, Middlesex County",8,1,1,1,0,0,0,1,0,2,8,"41,356"
New_York,Cities,Monroe Village,0,2,0,0,0,0,0,0,1,0,1,"8,544"
Massachusetts,Cities,Monson,0,0,1,0,0,0,0,0,0,0,1,"8,716"
Montana,Universities and Colleges,Montana State University,1,0,0,0,0,0,0,0,1,0,0,"14,269"
California,Cities,Montclair,2,0,0,0,0,0,0,1,0,1,0,"37,785"
New_Jersey,Cities,Montclair,4,2,0,0,0,0,0,2,2,1,1,"37,962"
California,Cities,Monterey,1,0,1,0,0,0,0,0,0,1,1,"29,338"
Tennessee,Cities,Monterey,0,0,0,1,0,0,0,0,1,0,0,"2,829"
Colorado,Nonmetropolitan Counties,Montezuma,1,0,0,0,0,0,0,1,0,0,0,
Ohio,Cities,Montgomery,2,0,0,0,0,0,0,0,1,1,0,"10,305"
Ohio,Metropolitan Counties,Montgomery,0,0,0,1,0,0,0,1,0,0,0,
Maryland,Metropolitan Counties,Montgomery County Police Department,6,4,2,1,0,0,0,3,5,2,3,
Kentucky,Other Agencies,Montgomery County School District,0,0,0,1,0,0,0,0,0,0,1,
New_Jersey,Cities,Montgomery Township,1,3,0,0,0,0,0,1,1,0,2,"22,467"
Idaho,Cities,Montpelier,1,0,0,0,0,0,0,0,0,1,0,"2,520"
Ohio,Cities,Montpelier,1,0,0,0,0,0,0,0,0,0,1,"4,050"
Colorado,Cities,Monument,0,1,0,0,0,0,0,0,0,1,0,"5,800"
New_Jersey,Cities,Moorestown Township,1,0,0,0,0,0,0,0,0,1,0,"20,706"
Minnesota,Cities,Moorhead,1,0,1,0,0,0,0,0,0,1,1,"39,322"
Ohio,Cities,Moraine,0,0,1,1,0,0,0,1,0,0,1,"6,317"
Kentucky,Cities,Morehead,1,0,0,0,0,0,0,0,0,1,0,"6,864"
Kentucky,Universities and Colleges,Morehead State University,1,0,0,0,0,0,0,0,0,1,0,"11,169"
California,Cities,Moreno Valley,1,0,0,0,0,0,0,0,0,0,1,"201,284"
California,Cities,Morgan Hill,0,1,0,0,0,0,0,0,0,0,1,"39,907"
North_Carolina,Cities,Morganton,1,0,0,0,0,0,0,0,1,0,0,"16,852"
West_Virginia,Cities,Morgantown,0,0,0,1,0,0,0,0,0,1,0,"31,406"
New_Jersey,Cities,Morris Township,0,1,0,0,0,0,0,0,0,0,1,"22,640"
Vermont,Cities,Morristown,1,0,0,0,0,0,0,0,0,1,0,"5,369"
Illinois,Cities,Morton,0,0,1,0,0,0,0,0,0,1,0,"16,462"
North_Dakota,Metropolitan Counties,Morton,2,0,0,0,0,0,0,0,1,1,0,
West_Virginia,Cities,Moundsville,1,0,0,0,0,0,0,0,0,0,1,"9,130"
Tennessee,Cities,Mount Carmel,0,0,0,0,1,0,0,0,1,0,0,"5,422"
New_Jersey,Cities,Mount Laurel Township,0,0,0,1,0,0,0,0,0,0,1,"41,839"
Michigan,Cities,Mount Morris Township,2,0,0,0,0,0,0,1,0,0,1,"20,990"
New_Jersey,Cities,Mount Olive Township,0,0,0,2,0,0,0,0,1,0,1,"28,611"
Michigan,Cities,Mount Pleasant,3,0,1,0,1,0,0,1,2,2,0,"26,238"
New_York,Cities,Mount Vernon,2,0,0,1,0,0,0,1,1,0,1,"68,071"
Ohio,Cities,Mount Vernon,2,0,0,0,0,0,0,1,0,1,0,"16,748"
Washington,Cities,Mount Vernon,0,1,0,0,0,0,0,0,0,0,1,"32,450"
Kentucky,Cities,Mount Washington,1,0,0,0,0,0,0,0,0,0,1,"9,377"
North_Dakota,Nonmetropolitan Counties,Mountrail,1,0,0,1,3,0,0,0,0,1,4,
Kansas,Cities,Mulvane,1,0,0,0,0,0,0,0,0,1,0,"6,307"
Tennessee,Cities,Munford,0,0,0,1,0,0,0,0,0,0,1,"6,036"
Tennessee,Cities,Murfreesboro,0,0,1,0,0,0,0,0,0,0,1,"115,587"
Kentucky,Cities,Murray,1,0,1,0,0,0,0,0,1,1,0,"18,048"
Utah,Cities,Murray,1,0,0,0,0,0,0,0,0,1,0,"48,767"
California,Cities,Murrieta3,3,1,1,0,0,0,0,2,2,1,0,"107,768"
Michigan,Cities,Muskegon,3,0,0,0,0,0,0,2,0,0,1,"36,658"
Michigan,Cities,Muskegon Heights,6,0,0,0,0,0,0,0,3,3,0,"10,768"
Oklahoma,Cities,Muskogee,1,1,1,0,0,0,0,1,1,1,0,"38,884"
Idaho,Cities,Nampa,3,0,0,1,0,0,0,2,1,1,0,"84,634"
Washington,Cities,Napavine,1,0,0,0,0,0,0,0,0,0,1,"1,766"
Ohio,Cities,Napoleon,1,0,0,0,0,0,0,1,0,0,0,"8,663"
Tennessee,Cities,Nashville,4,0,1,1,0,0,0,3,1,1,1,"635,673"
New_York,Metropolitan Counties,Nassau,10,28,2,3,0,0,0,9,16,9,9,
California,Cities,National City,2,0,1,0,0,0,0,1,0,1,1,"59,637"
Massachusetts,Cities,Needham,2,0,0,0,0,0,0,0,0,1,1,"29,544"
Kentucky,Nonmetropolitan Counties,Nelson,1,0,0,0,0,0,0,0,0,1,0,
Ohio,Cities,Nelsonville,1,0,0,0,0,0,0,0,0,1,0,"5,334"
New_Jersey,Cities,Neptune Township,10,0,3,1,0,0,0,0,8,2,4,"27,856"
Massachusetts,Cities,New Bedford,0,0,0,1,0,0,0,0,0,1,0,"95,156"
North_Carolina,Cities,New Bern,1,0,0,0,0,0,0,0,1,0,0,"30,514"
Connecticut,Cities,New Britain,0,0,1,0,0,0,0,1,,,,"73,134"
New_Jersey,Cities,New Brunswick,3,1,1,0,0,0,0,3,1,1,0,"56,542"
Delaware,Cities,New Castle,1,0,0,0,0,0,0,0,0,1,0,"5,388"
Delaware,Metropolitan Counties,New Castle County Police Department,1,0,0,0,0,0,0,0,1,0,0,
North_Carolina,Metropolitan Counties,New Hanover,1,0,1,0,0,0,0,0,1,0,1,
Connecticut,Cities,New Haven,5,0,4,1,0,0,0,3,2,4,1,"131,071"
Connecticut,Cities,New London,1,0,2,0,0,0,0,3,0,0,0,"27,738"
Connecticut,Cities,New Milford,0,0,0,1,0,0,0,0,1,0,0,"27,743"
Louisiana,Cities,New Orleans,1,1,5,1,0,0,0,2,3,3,0,"377,022"
New_Jersey,Cities,New Providence,1,2,0,0,0,0,0,1,2,0,0,"12,463"
New_York,Cities,New Rochelle,1,2,0,0,0,0,0,1,1,1,0,"78,800"
New_York,Cities,New York,44,152,99,17,1,0,1,56,84,81,93,"8,396,126"
New_York,Other Agencies,New York City Metropolitan Transportation Authority,2,15,0,0,0,0,0,4,5,4,4,
California,Cities,Newark,2,0,0,1,0,0,0,1,1,0,1,"43,950"
New_Jersey,Cities,Newark,2,0,1,0,0,0,0,0,2,0,1,"278,246"
Michigan,Cities,Newaygo,1,0,0,0,0,0,0,0,0,1,0,"1,961"
Oregon,Cities,Newberg-Dundee,0,0,0,1,0,0,0,0,0,1,0,"25,647"
New_York,Cities,Newburgh,0,0,1,1,0,0,0,0,1,0,1,"28,571"
New_Hampshire,Cities,Newbury,0,0,1,0,0,0,0,1,0,0,0,"2,110"
Massachusetts,Cities,Newburyport,0,0,1,0,0,0,0,0,0,1,0,"17,773"
Connecticut,Cities,Newington,1,2,0,0,0,0,0,,,1,2,"30,612"
Kentucky,Cities,Newport,5,0,0,0,0,0,0,0,1,1,3,"15,425"
Oregon,Cities,Newport,0,0,1,0,0,0,0,0,1,0,0,"10,029"
Rhode_Island,Cities,Newport,1,0,0,0,0,0,0,0,0,1,0,"23,874"
California,Cities,Newport Beach,0,2,1,0,0,0,0,0,0,2,1,"87,639"
Virginia,Cities,Newport News,1,1,2,0,0,0,0,0,1,3,0,"181,074"
New_York,Cities,Niagara Falls,2,0,0,1,0,0,0,0,2,0,1,"49,574"
Ohio,Cities,Niles,1,0,0,0,0,0,0,0,0,1,0,"18,950"
Virginia,Cities,Norfolk,3,3,1,0,0,0,0,0,5,1,1,"247,303"
Illinois,Cities,Normal,0,0,1,0,0,0,0,0,0,0,1,"54,241"
Oklahoma,Cities,Norman,3,1,0,0,0,0,0,2,0,1,1,"116,970"
Washington,Cities,Normandy Park,2,0,0,0,0,0,0,1,0,1,0,"6,556"
Ohio,Cities,North Baltimore,1,0,0,0,0,0,0,,1,0,0,"3,492"
Connecticut,Cities,North Branford,1,0,0,1,0,0,0,2,0,0,0,"14,369"
New_Jersey,Cities,North Brunswick Township,1,0,1,2,0,0,0,1,2,0,1,"41,425"
Ohio,Cities,North Canton,1,0,0,0,0,0,0,0,1,0,0,"17,380"
North_Carolina,Universities and Colleges,North Carolina School of the Arts,2,0,0,0,0,0,0,1,0,0,1,880
Ohio,Cities,North College Hill,2,0,0,0,0,0,0,1,0,1,0,"9,340"
Nevada,Cities,North Las Vegas,0,0,1,1,0,0,0,,1,1,,"225,632"
Arkansas,Cities,North Little Rock,1,0,0,0,0,0,0,0,1,0,0,"65,398"
Florida,Cities,North Miami,2,1,3,0,0,0,0,3,1,0,2,"61,120"
Florida,Cities,North Miami Beach,0,0,1,0,0,0,0,1,0,0,0,"43,417"
Florida,Cities,North Port,0,0,1,0,0,0,0,0,1,0,0,"58,699"
Utah,Cities,North Salt Lake,0,0,0,0,1,0,0,1,0,0,0,"16,815"
New_York,Cities,North Syracuse Village,2,0,0,0,0,0,0,0,1,1,0,"6,964"
Massachusetts,Universities and Colleges,Northeastern University,0,1,1,0,0,1,0,0,0,0,3,"27,694"
Arizona,Universities and Colleges,Northern Arizona University,0,0,1,0,0,0,0,0,0,0,1,"25,991"
Pennsylvania,Cities,Northern York Regional,1,0,0,0,0,0,0,1,0,0,0,"67,657"
Michigan,Cities,Northfield Township,1,0,0,0,0,0,0,0,0,0,1,"8,387"
Michigan,Cities,Northville Township,1,0,0,0,0,0,0,1,0,0,0,"28,734"
Illinois,Universities and Colleges,"Northwestern University, Evanston",3,0,0,0,0,0,0,1,0,0,2,"21,215"
Massachusetts,Cities,Norton,2,0,0,0,0,0,0,0,0,1,1,"19,414"
Michigan,Cities,Norton Shores,1,0,1,0,0,0,0,0,0,2,0,"23,834"
California,Cities,Norwalk,4,1,0,0,0,0,0,0,4,0,1,"106,518"
Connecticut,Cities,Norwalk,1,0,1,1,0,0,0,0,0,3,0,"87,590"
Ohio,Cities,Norwalk,0,0,1,0,1,0,0,1,1,0,0,"16,906"
Connecticut,Cities,Norwich,1,0,0,0,0,0,0,,,1,,"40,485"
Ohio,Cities,Norwood,1,0,0,2,0,0,0,0,1,1,1,"19,052"
Michigan,Cities,Novi,1,0,0,0,0,0,0,0,0,1,0,"57,469"
Texas,Metropolitan Counties,Nueces,1,0,0,0,0,0,0,0,1,0,0,
New_Jersey,Cities,Nutley Township,2,1,0,0,0,0,0,0,1,2,0,"28,660"
Wisconsin,Cities,Oak Creek,0,1,0,1,0,0,0,2,0,0,0,"35,046"
Kentucky,Cities,Oak Grove,1,0,0,0,0,0,0,0,0,1,0,"7,638"
Washington,Cities,Oak Harbor,1,0,0,0,0,0,0,0,0,1,0,"22,288"
West_Virginia,Cities,Oak Hill,14,0,0,0,0,0,0,0,6,8,0,"7,709"
California,Cities,Oakland,4,1,4,2,0,0,0,2,4,3,2,"403,887"
Michigan,Metropolitan Counties,Oakland,7,2,5,3,0,0,0,5,4,5,3,
New_Jersey,Cities,Oakland,1,2,2,0,0,0,0,1,2,1,1,"12,927"
Michigan,Universities and Colleges,Oakland University3,0,3,0,1,1,0,0,1,0,3,1,"19,740"
New_Jersey,Cities,Oceanport,0,1,0,0,0,0,0,0,0,1,0,"5,833"
California,Cities,Oceanside,5,1,1,1,0,0,0,2,4,2,0,"172,525"
Michigan,Nonmetropolitan Counties,Ogemaw,2,0,0,0,0,0,0,0,0,1,1,
Kentucky,Nonmetropolitan Counties,Ohio,1,0,0,0,1,0,0,1,1,0,0,
Ohio,Universities and Colleges,"Ohio State University, Columbus",2,0,0,0,0,0,0,0,2,0,0,"56,387"
Oklahoma,Cities,Oklahoma City,7,2,2,1,0,0,0,3,4,3,2,"605,034"
New_Jersey,Cities,Old Bridge Township,1,0,1,0,0,0,0,1,0,1,0,"66,528"
Maine,Cities,Old Orchard Beach,1,0,0,0,0,0,0,0,1,0,0,"8,681"
Connecticut,Cities,Old Saybrook,3,0,0,0,0,0,0,0,1,0,2,"10,239"
Tennessee,Cities,Oliver Springs,1,1,0,0,0,0,0,0,0,2,0,"3,250"
Washington,Cities,Olympia,0,0,0,1,0,0,0,0,,1,0,"48,046"
Nebraska,Cities,Omaha,4,2,2,1,0,0,0,2,3,3,1,"425,076"
Washington,Cities,Omak,0,0,1,1,1,0,0,2,1,0,0,"4,801"
New_York,Metropolitan Counties,Oneida,1,0,0,0,0,0,0,0,1,0,0,
Wisconsin,Nonmetropolitan Counties,Oneida,1,0,0,0,0,0,0,0,1,0,0,
California,Cities,Ontario,1,0,0,0,0,0,0,0,1,0,0,"168,144"
Michigan,Cities,Ontwa Township-Edwardsburg,1,0,0,0,0,0,0,,0,1,0,"6,585"
California,Cities,Orange,1,1,1,0,0,0,0,0,1,2,0,"140,304"
California,Metropolitan Counties,Orange,1,0,0,1,0,0,0,1,0,0,1,
Florida,Metropolitan Counties,Orange,6,0,4,0,0,0,0,6,2,0,2,
Virginia,Nonmetropolitan Counties,Orange,2,0,0,0,0,0,0,1,0,0,1,
South_Carolina,Cities,Orangeburg,0,0,1,0,0,0,0,0,1,0,0,"13,826"
Florida,Cities,Orlando,1,0,1,0,0,0,0,2,0,0,0,"253,238"
California,Cities,Oroville,1,0,1,0,0,0,0,0,0,1,1,"15,581"
Washington,Cities,Orting,1,0,0,0,0,0,0,0,0,0,1,"6,913"
Florida,Metropolitan Counties,Osceola,0,0,0,2,0,0,0,1,0,1,0,
Michigan,Nonmetropolitan Counties,Otsego,0,0,1,0,0,0,0,0,0,0,1,
Michigan,Metropolitan Counties,Ottawa,4,0,0,0,0,0,0,1,2,0,1,
Ohio,Cities,Ottawa Hills,1,0,0,0,0,0,0,1,0,0,0,"4,481"
Oklahoma,Cities,Owasso,1,0,0,0,0,0,0,1,0,0,0,"31,973"
New_York,Cities,Owego Village,0,0,1,0,0,0,0,0,0,1,0,"3,818"
Kentucky,Cities,Owensboro,2,0,1,1,0,0,0,1,2,1,0,"58,304"
Michigan,Cities,Owosso,1,0,0,0,0,0,0,1,0,0,0,"14,745"
North_Carolina,Cities,Oxford,1,0,0,0,0,0,0,0,0,0,1,"8,607"
California,Cities,Oxnard,0,0,1,0,0,0,0,0,0,0,1,"202,594"
Washington,Cities,Pacific,1,0,0,0,0,0,0,1,0,0,0,"6,911"
California,Cities,Pacific Grove,0,1,0,0,0,0,0,1,0,0,0,"15,518"
California,Cities,Pacifica,0,1,0,0,0,0,0,0,0,1,0,"38,494"
Kentucky,Cities,Paducah,1,0,0,0,0,0,0,0,0,0,1,"25,064"
Florida,Cities,Palm Bay,0,1,0,1,0,0,0,0,0,0,2,"104,391"
Florida,Metropolitan Counties,Palm Beach,0,1,0,0,0,0,0,1,0,0,0,
California,Cities,Palm Springs,3,1,4,0,0,0,0,4,1,2,1,"46,282"
California,Cities,Palmdale,4,1,3,0,0,0,0,3,1,3,1,"156,522"
New_Jersey,Cities,Palmyra,1,0,0,0,0,0,0,0,0,1,0,"7,412"
California,Cities,Palo Alto,0,0,0,1,0,0,0,1,0,0,0,"66,964"
Florida,Cities,Panama City,2,0,0,0,0,0,0,0,2,0,0,"36,358"
California,Cities,Paramount,2,0,0,0,0,0,0,0,1,0,1,"54,868"
New_Jersey,Cities,Paramus,0,0,0,1,0,0,0,0,0,0,1,"26,628"
Kentucky,Cities,Paris,1,0,0,0,0,0,0,0,0,0,1,"9,752"
Tennessee,Cities,Paris,0,0,1,0,0,0,0,0,0,0,1,"10,168"
Colorado,Metropolitan Counties,Park,1,0,0,0,0,0,0,0,1,0,0,
Montana,Nonmetropolitan Counties,Park,0,0,1,0,0,0,0,0,0,0,1,
Utah,Other Agencies,Parks and Recreation,1,0,0,0,0,0,0,0,1,0,0,
Ohio,Cities,Parma,1,0,0,0,0,0,0,1,0,0,0,"80,303"
New_Jersey,Cities,Parsippany-Troy Hills Township,0,2,0,0,0,0,0,0,0,0,2,"53,851"
Kansas,Cities,Parsons,2,0,0,0,0,0,0,0,2,0,0,"10,278"
California,Cities,Pasadena,1,1,0,1,0,0,0,0,0,1,2,"139,003"
Texas,Cities,Pasadena,1,0,0,0,0,0,0,1,0,0,0,"153,195"
Florida,Metropolitan Counties,Pasco,1,0,0,0,0,0,0,1,0,0,0,
Washington,Cities,Pasco,0,0,0,0,1,0,0,0,0,1,0,"67,099"
New_Jersey,Cities,Passaic,2,2,0,1,0,0,0,0,1,2,2,"70,445"
New_Jersey,Cities,Paulsboro,1,0,0,0,0,0,0,0,0,0,1,"6,034"
Idaho,Cities,Payette,2,0,0,0,0,0,0,1,0,0,1,"7,442"
Massachusetts,Cities,Peabody,0,0,0,2,0,0,0,0,0,2,0,"52,178"
Illinois,Cities,Pekin,2,0,0,0,0,0,0,1,1,0,0,"34,085"
New_Hampshire,Cities,Pelham,1,2,0,0,0,0,0,2,1,0,0,"13,034"
New_Jersey,Cities,Pemberton Township,1,0,0,0,0,0,0,0,0,0,1,"27,949"
Florida,Cities,Pembroke Pines,0,0,0,1,0,0,0,0,0,1,0,"162,064"
Washington,Metropolitan Counties,Pend Oreille,2,0,1,0,0,0,0,1,0,2,0,
New_Jersey,Cities,Pennsauken Township,0,1,0,0,0,0,0,0,0,0,1,"35,788"
Pennsylvania,Universities and Colleges,Pennsylvania State University: Altoona,1,0,0,0,0,0,0,0,0,1,0,"3,863"
Pennsylvania,Universities and Colleges,Pennsylvania State University: University Park,4,3,1,0,0,0,0,3,1,2,2,"45,783"
Florida,Cities,Pensacola,0,0,1,0,0,0,0,0,1,0,0,"52,454"
Illinois,Cities,Peoria,3,0,2,0,0,0,0,2,1,1,1,"115,953"
Illinois,Metropolitan Counties,Peoria,2,0,0,0,0,0,0,0,0,0,2,
New_Jersey,Cities,Pequannock Township,0,1,0,0,0,0,0,0,0,0,1,"15,580"
Kentucky,Nonmetropolitan Counties,Perry,1,0,0,0,0,0,0,1,0,0,0,
Pennsylvania,Cities,Philadelphia,14,1,0,1,0,0,0,3,11,1,1,"1,553,153"
New_Jersey,Cities,Phillipsburg,0,1,0,1,0,0,0,0,0,1,1,"14,619"
Arizona,Cities,Phoenix,40,12,14,14,1,0,0,25,21,35,,"1,502,139"
Ohio,Metropolitan Counties,Pickaway,1,0,0,0,0,0,0,0,0,1,0,
California,Cities,Pico Rivera,0,0,1,1,0,0,0,1,1,0,0,"63,710"
Washington,Metropolitan Counties,Pierce,2,1,1,2,0,0,0,0,1,4,1,
Tennessee,Cities,Pigeon Forge,0,0,0,1,0,0,0,0,1,0,0,"6,023"
Arizona,Metropolitan Counties,Pima,1,1,1,0,0,0,0,0,0,0,3,
Arkansas,Cities,Pine Bluff,0,0,1,0,0,0,0,1,0,0,0,"46,399"
New_Jersey,Cities,Pine Hill,1,0,0,0,0,0,0,0,0,0,1,"10,704"
California,Cities,Pinole,0,0,0,1,0,0,0,0,0,1,0,"18,848"
New_Jersey,Cities,Piscataway Township,0,2,2,0,0,0,0,3,1,0,0,"58,259"
Colorado,Nonmetropolitan Counties,Pitkin,1,0,0,0,0,0,0,0,0,0,1,
New_Jersey,Cities,Pitman,6,1,0,0,0,0,0,1,0,5,1,"8,930"
North_Carolina,Metropolitan Counties,Pitt,4,0,0,1,0,0,0,1,1,2,1,
Kansas,Cities,Pittsburg,1,0,0,0,0,0,0,0,1,0,0,"20,395"
Pennsylvania,Cities,Pittsburgh,12,0,3,0,0,0,0,1,3,8,3,"307,632"
Massachusetts,Cities,Pittsfield,0,0,1,0,0,0,0,0,1,0,0,"43,992"
Michigan,Cities,Pittsfield Township,1,0,2,0,0,0,0,1,2,0,0,"36,091"
California,Cities,Placentia,1,0,0,0,0,0,0,0,0,1,0,"52,002"
New_Jersey,Cities,Plainsboro Township,0,0,0,0,1,0,0,0,1,0,0,"23,256"
Connecticut,Cities,Plainville,0,0,1,0,0,0,0,,,,1,"17,850"
Massachusetts,Cities,Plainville,1,0,0,0,0,0,0,1,0,0,0,"8,512"
New_Hampshire,Cities,Plaistow,1,0,0,0,0,0,0,0,0,0,1,"7,620"
Texas,Cities,Plano,1,0,0,1,0,0,0,1,0,0,1,"275,795"
Utah,Cities,Pleasant Grove,2,0,0,0,0,0,0,0,0,1,1,"34,796"
Connecticut,Cities,Plymouth,0,1,1,0,0,0,0,0,1,1,0,"12,043"
Massachusetts,Cities,Plymouth,9,1,0,0,0,0,0,0,0,6,4,"57,893"
Minnesota,Cities,Plymouth,3,2,2,0,0,0,0,0,3,4,0,"73,684"
New_Jersey,Cities,Point Pleasant,4,1,0,1,0,0,0,1,4,1,0,"18,458"
Florida,Cities,Pompano Beach,1,1,0,1,0,0,0,0,0,0,3,"103,971"
Arkansas,Nonmetropolitan Counties,Pope,0,0,1,0,0,0,0,0,1,0,0,
Virginia,Cities,Poquoson,1,0,0,0,0,0,0,1,0,0,0,"12,108"
Michigan,Cities,Port Huron,0,0,2,0,0,0,0,1,0,1,0,"29,542"
California,Other Agencies,Port of San Diego Harbor,2,0,0,1,0,0,0,0,1,1,1,
Washington,Other Agencies,Port of Seattle,1,1,0,0,0,0,0,0,0,0,2,
Florida,Cities,Port St. Lucie,1,0,0,0,0,0,0,1,0,0,0,"169,877"
Washington,Cities,Port Townsend,1,1,1,0,0,0,0,1,0,1,1,"9,112"
Michigan,Cities,Portage,1,0,0,0,0,0,0,1,0,0,0,"47,387"
Maine,Cities,Portland,1,1,0,0,0,0,0,0,1,1,0,"66,256"
Oregon,Cities,Portland,1,1,3,1,0,0,0,1,3,2,,"609,136"
Ohio,Cities,Portsmouth,0,0,2,0,0,0,0,1,1,0,0,"20,322"
Virginia,Cities,Portsmouth,3,0,0,0,0,0,0,0,0,2,1,"97,018"
New_York,Cities,Poughkeepsie,0,0,0,2,1,0,1,2,1,0,1,"30,778"
New_York,Cities,Poughkeepsie Town,2,1,1,0,0,0,0,0,2,1,2,"43,866"
Virginia,Metropolitan Counties,Powhatan,1,0,0,0,0,0,0,1,0,0,0,
Kansas,Cities,Pratt,1,0,0,0,0,0,0,0,0,0,1,"6,900"
Alabama,Cities,Prattville,2,0,0,0,0,0,0,1,0,1,0,"35,154"
Arizona,Cities,Prescott,0,0,0,1,0,0,0,0,0,0,1,"40,752"
Utah,Cities,Price,1,0,0,1,0,0,0,2,0,0,0,"8,589"
Virginia,Metropolitan Counties,Prince George County Police Department,1,0,0,0,0,0,0,0,1,0,0,
Maryland,Metropolitan Counties,Prince George's County Police Department,0,0,1,0,0,0,0,0,1,0,0,
Kansas,Cities,Protection,0,0,1,0,0,0,0,,,1,0,521
Rhode_Island,Cities,Providence,0,0,0,1,0,0,0,1,0,0,0,"178,887"
Massachusetts,Cities,Provincetown,0,1,0,0,0,0,0,1,0,0,0,"2,983"
Utah,Cities,Provo,1,0,0,0,0,0,0,0,0,0,1,"116,937"
Colorado,Cities,Pueblo,2,0,0,0,0,0,0,0,0,1,1,"108,062"
Colorado,Metropolitan Counties,Pueblo,1,0,0,0,0,0,0,0,0,1,0,
Arkansas,Metropolitan Counties,Pulaski,1,0,1,1,0,0,0,1,0,1,1,
Washington,Cities,Pullman,2,0,0,0,0,0,0,2,0,0,0,"31,895"
Indiana,Universities and Colleges,Purdue University,2,0,1,0,0,0,0,1,1,1,,"40,393"
